customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car
2241,Augy,Jerrems,Male,2/23/1975,Paralegal,Financial Services,High Net Worth,N,No
2242,Elsy,Springell,Female,9/24/1977,VP Sales,n/a,Mass Customer,N,Yes
2243,Lena,Cronshaw,Female,8/28/1976,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes
2244,Sidney,Cargon,Male,5/10/1972,Software Test Engineer III,Manufacturing,Mass Customer,N,No
2245,Elsinore,Banbrook,Female,4/21/1980,Marketing Manager,Argiculture,Mass Customer,N,No
2246,Giraldo,Lacer,Male,1/24/1979,Database Administrator III,n/a,Mass Customer,N,Yes
2247,Gweneth,Wilkins,Female,1/20/1995,Teacher,Retail,High Net Worth,N,Yes
2248,Helsa,Grandisson,Female,5/23/1996,Software Engineer I,Manufacturing,Mass Customer,N,No
2249,Kiele,Caghan,Female,11/11/1996,,Financial Services,Mass Customer,N,No
2250,De witt,Gleave,Male,6/26/1992,,Telecommunications,High Net Worth,N,No
2251,Leslie,Shotboult,Male,8/19/1959,,Property,High Net Worth,N,No
2252,Darcey,Annis,U,,Teacher,IT,High Net Worth,N,Yes
2253,Gracie,Kubacki,Female,2/8/1959,Office Assistant I,Manufacturing,Affluent Customer,N,Yes
2254,Ann,Beek,Female,10/21/1955,Programmer Analyst II,Health,Affluent Customer,N,No
2255,Iorgo,Krol,Male,7/11/1992,Dental Hygienist,Health,Affluent Customer,N,Yes
2256,Mara,Rosterne,Female,2/26/1978,Marketing Manager,Retail,Mass Customer,N,No
2257,Siward,Corradino,Male,10/13/1977,Librarian,Entertainment,Mass Customer,N,No
2258,Cathy,Powter,Female,3/21/1974,Account Executive,Retail,High Net Worth,N,No
2259,Leanora,Calbert,Female,7/2/1999,Environmental Specialist,n/a,Affluent Customer,N,No
2260,Jarad,Barthropp,Male,2/9/1967,Administrative Assistant IV,Argiculture,High Net Worth,N,No
2261,Gerome,Monshall,Male,9/21/1980,Account Representative II,Health,Mass Customer,N,Yes
2262,Nyssa,Banister,Female,4/21/1984,Pharmacist,Health,Mass Customer,N,Yes
2263,Lois,Sorel,Female,2/6/1987,Professor,Argiculture,Mass Customer,N,Yes
2264,Tony,Shirley,Female,7/17/1972,Occupational Therapist,Health,Affluent Customer,N,No
2265,Brendan,Vicent,Male,7/29/1980,,Property,Mass Customer,N,Yes
2266,Jeth,Tomes,Male,10/11/1998,,Retail,High Net Worth,N,No
2267,Andrei,Mulchrone,Female,4/28/1964,Business Systems Development Analyst,n/a,Affluent Customer,N,No
2268,Wilhelmina,Gothup,Female,10/7/1965,Pharmacist,Health,Mass Customer,N,No
2269,Beitris,Lamy,Female,11/11/1989,Product Engineer,n/a,Mass Customer,N,No
2270,Augustus,Edleston,Male,9/28/1966,Information Systems Manager,Retail,Affluent Customer,N,No
2271,King,Hoston,Male,3/26/1974,,Telecommunications,Mass Customer,N,Yes
2272,Grete,Hindenburg,Female,12/21/1994,Internal Auditor,Manufacturing,Mass Customer,N,No
2273,Rhetta,Lambrook,Female,8/4/1964,Assistant Professor,n/a,Mass Customer,N,Yes
2274,Nada,Reinert,Female,11/26/1979,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes
2275,Ursulina,Carter,Female,7/19/1992,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes
2276,Stormy,Caveney,Female,10/6/1985,Desktop Support Technician,n/a,Mass Customer,N,Yes
2277,Gillie,Ruben,Female,8/22/1963,Cost Accountant,Financial Services,High Net Worth,N,Yes
2278,Gerri,Heliet,Male,9/25/1977,Product Engineer,Health,Affluent Customer,N,Yes
2279,Garrett,Szymon,Male,3/19/1979,Human Resources Assistant II,Health,Mass Customer,N,No
2280,Wrennie,Alexandersson,Female,11/18/1960,Budget/Accounting Analyst I,n/a,Mass Customer,N,No
2281,Valaria,Abrehart,Female,5/10/1989,,n/a,High Net Worth,N,Yes
2282,Dominic,Gregoletti,Male,2/25/1957,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes
2283,Gaspar,Janaway,Male,2/8/1954,Software Consultant,n/a,High Net Worth,N,No
2284,Ola,Lenoir,Female,2/16/1974,Staff Accountant IV,Telecommunications,High Net Worth,N,No
2285,Maritsa,Bellison,Female,10/27/1973,Quality Control Specialist,Health,High Net Worth,N,No
2286,Katuscha,Sapsed,Female,6/2/1995,Staff Scientist,Manufacturing,High Net Worth,N,No
2287,Gisela,Partener,Female,4/22/1974,Human Resources Assistant I,Telecommunications,High Net Worth,N,No
2288,Cirillo,Hook,Male,5/4/1964,Staff Scientist,Manufacturing,High Net Worth,N,No
2289,Kissie,Steanson,Female,9/25/1980,Research Nurse,Health,Affluent Customer,N,Yes
2290,Myca,Standley,Male,3/10/1981,Account Executive,Manufacturing,Mass Customer,N,Yes
2291,Guido,Meynell,Male,4/13/1971,Accountant IV,Manufacturing,Affluent Customer,N,Yes
2292,Christie,MacClure,Female,6/2/1998,Research Nurse,Health,Mass Customer,N,Yes
2293,Engracia,Newcom,Female,3/7/1958,Financial Advisor,Financial Services,Affluent Customer,N,No
2294,Skipton,Cordie,Male,6/16/1987,Associate Professor,Manufacturing,Mass Customer,N,No
2295,Farris,Hazelby,U,,Internal Auditor,IT,Mass Customer,N,Yes
2296,Nathalia,Sanger,Female,1/1/2002,Geologist IV,Retail,Affluent Customer,N,No
2297,Pauletta,Taffee,Female,11/27/1971,Geological Engineer,Manufacturing,Affluent Customer,N,Yes
2298,Brigham,Vyse,Male,10/28/1997,Environmental Tech,Property,Mass Customer,N,Yes
2299,Mahmoud,Dagworthy,Male,10/21/1986,Computer Systems Analyst I,Property,High Net Worth,N,Yes
2300,Cary,Cockerham,Male,9/26/1998,,Financial Services,Mass Customer,N,Yes
2301,Ken,Vashchenko,Male,10/30/1966,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes
2302,Loraine,Beamish,Female,1/9/1999,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes
2303,Alair,Combe,Male,4/13/1993,Database Administrator IV,Retail,Mass Customer,N,Yes
2304,Shelia,Bellew,Female,6/1/1957,,n/a,Mass Customer,N,Yes
2305,Aeriell,Greeding,Female,7/9/1984,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes
2306,Hilary,Tregunna,Female,4/19/1960,Paralegal,Financial Services,High Net Worth,N,Yes
2307,Corina,Shadwick,Female,6/28/1978,Desktop Support Technician,Retail,High Net Worth,N,Yes
2308,Nancey,Hastie,Female,3/19/1963,Paralegal,Financial Services,Mass Customer,N,Yes
2309,Herc,McIlhone,Male,1/13/1985,Accounting Assistant I,Manufacturing,Affluent Customer,N,No
2310,Jed,Humpherston,Male,2/10/1970,Executive Secretary,n/a,High Net Worth,N,Yes
2311,Addi,,Female,2/15/1989,Design Engineer,Health,Mass Customer,N,No
2312,Ronnica,Grebner,Female,8/10/1979,Assistant Manager,Manufacturing,Mass Customer,N,No
2313,Christa,Pauley,Female,7/10/1966,Chemical Engineer,Manufacturing,Mass Customer,N,No
2314,Ravid,Lapenna,Male,12/22/1993,Registered Nurse,Health,High Net Worth,N,Yes
2315,Pernell,MacCheyne,Male,3/1/1994,Community Outreach Specialist,Financial Services,Affluent Customer,N,No
2316,Vernen,Bourgaize,Male,3/21/1978,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes
2317,Alwin,Cuberley,Male,12/7/1976,Tax Accountant,Health,Mass Customer,N,Yes
2318,Willa,Malyan,Female,3/1/1988,Automation Specialist I,Manufacturing,Mass Customer,N,Yes
2319,David,Darrigrand,Male,5/3/1985,Librarian,Entertainment,High Net Worth,N,No
2320,Kaylyn,Throssell,Female,12/21/1965,Senior Developer,Manufacturing,Affluent Customer,N,No
2321,Libbi,Freeberne,Female,3/25/1980,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes
2322,Hazlett,Rosenschein,Male,5/24/1992,Biostatistician III,Health,Mass Customer,N,Yes
2323,Adair,Piser,Male,4/30/1988,Desktop Support Technician,Property,High Net Worth,N,No
2324,Jerrold,Robben,Male,8/5/1966,Sales Associate,Manufacturing,Mass Customer,N,Yes
2325,Emmett,Whatsize,Male,1/6/1964,Database Administrator IV,Retail,High Net Worth,N,Yes
2326,Trev,Boothebie,Male,6/22/1966,Programmer Analyst I,Retail,High Net Worth,N,No
2327,Alie,Sowle,Female,4/5/1963,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No
2328,Gayler,Shackle,Male,6/3/1986,Dental Hygienist,Health,Mass Customer,N,Yes
2329,Donny,Stiven,Female,12/19/1957,Computer Systems Analyst II,IT,Affluent Customer,N,No
2330,Claresta,Bonnor,Female,1/17/1990,Account Coordinator,Property,Mass Customer,N,No
2331,Marybelle,Antal,Female,4/11/1963,Database Administrator III,Financial Services,Mass Customer,N,Yes
2332,Jeff,Goodere,Male,4/20/1977,Developer III,Property,High Net Worth,N,Yes
2333,Ives,Adolfson,Male,4/19/1966,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes
2334,Zebulen,Hefford,Male,3/16/1996,Food Chemist,Health,Affluent Customer,N,No
2335,Payton,Sheach,U,,Account Executive,IT,Mass Customer,N,No
2336,Karney,Labrone,Male,1/19/1978,Dental Hygienist,Health,Affluent Customer,N,No
2337,Odilia,Bick,Female,1/11/2000,Programmer Analyst II,Health,Mass Customer,N,No
2338,Clarie,Hackworth,Female,11/28/1986,Programmer Analyst IV,Manufacturing,Mass Customer,N,No
2339,Damien,Haddeston,Male,12/28/1958,Web Designer II,Property,Affluent Customer,N,Yes
2340,Joachim,Amer,Male,3/29/1978,Research Assistant IV,Health,Mass Customer,N,Yes
2341,Caterina,Scedall,U,,Web Designer II,IT,Mass Customer,N,Yes
2342,Clara,Jakel,Female,9/17/1999,,n/a,Mass Customer,N,No
2343,Wilhelm,Corteis,Male,3/24/1959,Nurse Practicioner,Argiculture,High Net Worth,N,Yes
2344,Wat,Robelin,Male,3/4/1993,Nurse,Financial Services,Mass Customer,N,Yes
2345,Arden,Godard,Female,7/15/1986,Systems Administrator I,Retail,Affluent Customer,N,Yes
2346,Joey,Scheffler,Male,9/16/1979,Information Systems Manager,n/a,Mass Customer,N,Yes
2347,L;urette,Annott,Female,3/4/1957,Programmer Analyst I,n/a,High Net Worth,N,No
2348,Keeley,Winslet,Female,11/7/1957,Web Designer IV,Manufacturing,Mass Customer,N,No
2349,Julee,Garwell,Female,3/5/1979,Executive Secretary,Telecommunications,High Net Worth,N,No
2350,Lorinda,Malpass,Female,3/17/1959,Nurse Practicioner,n/a,Mass Customer,N,Yes
2351,Felicity,Beirne,Female,3/15/1992,Assistant Professor,Retail,Affluent Customer,N,Yes
2352,Cilka,Dabbes,Female,10/22/1971,Statistician II,n/a,Mass Customer,N,Yes
2353,Lyn,Luquet,Male,12/27/1978,Health Coach IV,Health,Affluent Customer,N,Yes
2354,Tammie,Fisbey,Female,12/19/1958,Product Engineer,Retail,Mass Customer,N,No
2355,Shaughn,,Male,12/19/1993,Operator,Manufacturing,Mass Customer,N,Yes
2356,Arluene,Manchester,Female,12/17/1994,Geological Engineer,Manufacturing,Affluent Customer,N,No
2357,Lisette,Mingardi,Female,10/15/1962,Civil Engineer,Manufacturing,Mass Customer,N,No
2358,Ave,Peatt,Male,5/1/1959,Senior Sales Associate,Retail,High Net Worth,N,Yes
2359,Merlina,Bream,Female,3/25/1986,Mechanical Systems Engineer,Property,High Net Worth,N,Yes
2360,Karleen,McGenn,Female,11/3/1974,VP Accounting,Financial Services,High Net Worth,N,Yes
2361,Jeannette,Cerman,Female,11/28/1954,Help Desk Operator,n/a,High Net Worth,N,Yes
2362,Herbie,Machans,Male,6/5/1972,Developer II,Financial Services,Affluent Customer,N,Yes
2363,Bobby,Farmiloe,Male,12/30/1983,Nurse,Entertainment,Mass Customer,N,Yes
2364,Fielding,Linklater,Male,9/22/1995,Speech Pathologist,n/a,Mass Customer,N,Yes
2365,Lauretta,Furmonger,Female,10/18/1998,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes
2366,Idette,Mapam,Female,6/15/1975,Web Designer I,Health,Mass Customer,N,Yes
2367,Lorne,Sabin,Male,5/22/1957,Electrical Engineer,Manufacturing,Mass Customer,N,Yes
2368,Rowe,Losbie,Female,1/22/1993,Chemical Engineer,Manufacturing,Mass Customer,N,No
2369,Averyl,Gosz,Female,10/28/1996,Financial Analyst,Financial Services,Mass Customer,N,Yes
2370,Juliane,Calltone,Female,3/19/1996,Analyst Programmer,Property,High Net Worth,N,No
2371,Rory,Lokier,Female,11/18/1966,Staff Scientist,Manufacturing,High Net Worth,N,Yes
2372,Jim,Shoppee,Male,9/10/1977,Clinical Specialist,Health,Affluent Customer,N,No
2373,Cordy,Readshall,Female,5/22/1982,Structural Engineer,Manufacturing,High Net Worth,N,Yes
2374,Dolf,Baudichon,Male,6/15/1993,Design Engineer,Financial Services,Mass Customer,N,No
2375,Alika,Milbourne,Female,3/17/1987,Sales Representative,Retail,Affluent Customer,N,No
2376,Eada,Narbett,Female,10/23/1958,Community Outreach Specialist,n/a,High Net Worth,N,Yes
2377,Kristien,Dunne,Female,10/2/1998,Analog Circuit Design manager,IT,High Net Worth,N,No
2378,Aggi,Farncombe,Female,4/25/1994,Research Assistant II,Manufacturing,Affluent Customer,N,No
2379,Trixie,Piscopiello,Female,5/5/1981,Occupational Therapist,Health,Affluent Customer,N,Yes
2380,Merissa,Milella,Female,4/9/1956,Technical Writer,Retail,Mass Customer,N,Yes
2381,Dulsea,Pladen,Female,2/12/1973,Programmer I,Argiculture,Affluent Customer,N,Yes
2382,Turner,Huggens,Male,7/5/1971,Accounting Assistant III,Retail,Mass Customer,N,Yes
2383,Zaria,Eberz,Female,9/15/1978,Compensation Analyst,Financial Services,Mass Customer,N,No
2384,Garey,Letrange,Male,7/16/1961,Operator,Health,High Net Worth,N,Yes
2385,Gaultiero,Lissenden,Male,12/17/1958,Dental Hygienist,Health,Mass Customer,N,No
2386,Adrianne,Lowerson,Female,7/6/1997,Compensation Analyst,Financial Services,Mass Customer,N,No
2387,Roy,Jone,Male,8/30/1977,Nurse,n/a,High Net Worth,N,Yes
2388,Quincy,Weben,Male,5/28/1997,Cost Accountant,Financial Services,Mass Customer,N,No
2389,Sibyl,Gudge,Male,12/28/1973,Desktop Support Technician,Retail,High Net Worth,N,No
2390,Tonya,Nealand,Female,5/6/1964,Legal Assistant,Property,Mass Customer,N,No
2391,Corny,Millott,Female,4/22/1961,Nurse Practicioner,Health,Mass Customer,N,No
2392,Isadora,Gronaller,Female,1/11/2001,Marketing Assistant,Manufacturing,Affluent Customer,N,No
2393,Dorian,Colledge,Female,6/21/1981,Registered Nurse,Health,High Net Worth,N,Yes
2394,Ferne,Reese,Female,11/12/1995,GIS Technical Architect,n/a,Mass Customer,N,Yes
2395,Ashlin,Kesby,Male,2/26/1966,Executive Secretary,n/a,High Net Worth,N,No
2396,Elmira,Wildblood,Female,8/2/1973,Recruiter,Retail,Affluent Customer,N,Yes
2397,Cassius,Birchenough,Male,6/10/1985,Analyst Programmer,Retail,Affluent Customer,N,Yes
2398,Mirelle,,Female,10/11/2000,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes
2399,Devonne,McPolin,Female,6/11/1980,Software Consultant,Manufacturing,High Net Worth,N,Yes
2400,Lindsay,Stollsteiner,Male,2/28/1978,Office Assistant III,Property,Mass Customer,N,Yes
2401,Drake,Riguard,Male,7/31/1977,Staff Scientist,n/a,Mass Customer,N,Yes
2402,Merrielle,Strafen,Female,6/7/1957,Cost Accountant,Financial Services,Mass Customer,N,Yes
2403,Karalee,Tremlett,Female,10/25/1977,Technical Writer,Financial Services,Affluent Customer,N,No
2404,Conney,Grouse,Male,3/14/1960,Graphic Designer,Retail,Mass Customer,N,No
2405,Quintana,Merricks,Female,7/28/1957,Structural Analysis Engineer,n/a,Mass Customer,N,No
2406,Randal,Messager,Male,6/11/1973,Executive Secretary,n/a,Affluent Customer,N,Yes
2407,Merrily,,Female,3/30/1959,,Financial Services,High Net Worth,N,Yes
2408,Celestia,,Female,10/10/1955,VP Marketing,Health,Mass Customer,N,No
2409,Carolan,Ortler,Female,7/13/1989,,Health,Mass Customer,N,No
2410,Eugenia,Verey,Female,8/24/1974,Geological Engineer,Manufacturing,Mass Customer,N,Yes
2411,Casey,McDade,Male,5/27/1964,Technical Writer,Financial Services,High Net Worth,N,No
2412,Tiffi,Havercroft,Female,5/26/1981,Chemical Engineer,Manufacturing,Affluent Customer,N,No
2413,Abbey,Murrow,Male,8/11/1943,Environmental Specialist,Manufacturing,High Net Worth,N,Yes
2414,Basile,Bowlas,U,,Registered Nurse,Health,Mass Customer,N,Yes
2415,Tanner,Harp,Male,11/5/1978,Web Designer II,Manufacturing,Mass Customer,N,No
2416,Eberhard,Shalcras,Male,12/29/1959,Office Assistant I,Health,Affluent Customer,N,No
2417,Cacilia,Swetland,Female,6/24/1974,Nurse,n/a,Affluent Customer,N,No
2418,Elspeth,Brazil,Female,4/5/1970,Software Engineer III,Property,Mass Customer,N,Yes
2419,Aron,Karlsen,Male,7/4/1978,Physical Therapy Assistant,Property,High Net Worth,N,No
2420,Celie,Guyers,Female,8/26/1976,Staff Scientist,Financial Services,High Net Worth,N,No
2421,Marilee,Garbott,Female,8/16/1954,Research Nurse,Health,Affluent Customer,N,Yes
2422,Crysta,Woliter,Female,11/30/1978,Librarian,Entertainment,High Net Worth,N,No
2423,Lenci,Symcox,Male,2/20/1981,Professor,IT,Mass Customer,N,Yes
2424,Loren,Batkin,Male,1/6/1982,,n/a,Affluent Customer,N,Yes
2425,Barn,Sainsberry,Male,3/19/1976,Help Desk Technician,n/a,Mass Customer,N,Yes
2426,Yancy,Ovett,U,,,IT,Affluent Customer,N,Yes
2427,Myrta,Whibley,Female,10/15/1998,Senior Developer,n/a,High Net Worth,N,Yes
2428,Pauly,Keightley,Male,7/26/1968,Help Desk Operator,n/a,Mass Customer,N,Yes
2429,Emeline,Baldi,Female,11/11/1980,Assistant Professor,Manufacturing,Mass Customer,N,Yes
2430,Humbert,Dikles,Male,9/6/1968,Quality Engineer,n/a,Mass Customer,N,No
2431,Alvy,Tyndall,Male,12/24/1999,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes
2432,Ebba,Melhuish,Female,2/21/1981,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes
2433,Burty,Strutz,Male,7/19/1976,Nurse Practicioner,n/a,High Net Worth,N,Yes
2434,Lenci,Soars,Male,11/17/1956,Environmental Specialist,n/a,Affluent Customer,N,No
2435,Orly,Ceney,Female,8/12/1961,Account Coordinator,Manufacturing,Mass Customer,N,No
2436,Jaymie,Wellesley,Male,3/21/1986,Help Desk Technician,IT,Mass Customer,N,No
2437,Simonette,Cressingham,Female,5/1/1977,Marketing Manager,Financial Services,Mass Customer,N,Yes
2438,Lorianne,Ethersey,Female,1/29/1983,Speech Pathologist,Manufacturing,Mass Customer,N,Yes
2439,Shelly,Yakebovitch,Female,10/2/1967,,Manufacturing,Affluent Customer,N,No
2440,Lethia,Juanes,Female,9/21/1959,Engineer II,Manufacturing,Affluent Customer,N,No
2441,Loutitia,Pinkie,Female,3/29/1959,,Property,High Net Worth,N,Yes
2442,Odie,Enrrico,Male,10/13/1957,Social Worker,Health,Affluent Customer,N,Yes
2443,Towny,Python,Male,2/13/1990,Computer Systems Analyst I,Property,High Net Worth,N,No
2444,Emmet,Cristoforo,Male,5/13/1977,Associate Professor,Manufacturing,High Net Worth,N,No
2445,Johnnie,Prujean,Male,3/11/1976,Quality Control Specialist,Retail,Affluent Customer,N,No
2446,Lovell,Kiss,Male,9/7/1956,,Retail,Affluent Customer,N,No
2447,Richard,Poor,Male,1/6/1997,Tax Accountant,n/a,Affluent Customer,N,Yes
2448,Lorri,Iston,Female,12/18/1992,Structural Analysis Engineer,Property,High Net Worth,N,No
2449,Oates,Broadberrie,Male,6/1/1982,Tax Accountant,n/a,Affluent Customer,N,No
2450,Jayson,Breheny,Male,6/21/1974,Structural Engineer,Retail,Affluent Customer,N,Yes
2451,Upton,Orford,Male,3/9/1973,Editor,Argiculture,Affluent Customer,N,Yes
2452,Sophronia,Yerrill,Female,7/24/1975,Chemical Engineer,Manufacturing,Mass Customer,N,Yes
2453,Ruthe,Campe,Female,8/5/1992,Safety Technician II,Telecommunications,High Net Worth,N,No
2454,Gene,Brome,Female,2/13/1960,Senior Sales Associate,Property,Mass Customer,N,Yes
2455,Kathe,Heatlie,Female,10/9/1977,,Manufacturing,Mass Customer,N,No
2456,Reidar,Pullin,Male,5/29/1991,Sales Associate,n/a,Mass Customer,N,No
2457,Benito,Vearnals,Male,4/12/1975,Developer IV,IT,High Net Worth,N,Yes
2458,Leilah,Liddel,Female,4/20/1964,Media Manager II,Manufacturing,High Net Worth,N,Yes
2459,Jeanna,Naulls,Female,1/10/1986,Quality Engineer,Manufacturing,High Net Worth,N,No
2460,Mick,Boutellier,Male,5/17/1976,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes
2461,Tully,,Male,6/12/1976,Speech Pathologist,n/a,Affluent Customer,N,No
2462,Fletcher,Hutchens,Male,7/5/1980,Assistant Media Planner,Entertainment,Affluent Customer,N,No
2463,Krystle,Jovicevic,Female,1/30/1978,Pharmacist,Health,Mass Customer,N,No
2464,Cleve,Jindrak,Male,4/6/1983,Speech Pathologist,Retail,Mass Customer,N,No
2465,Paloma,Nilles,Female,6/12/1984,Senior Editor,n/a,Mass Customer,N,Yes
2466,Araldo,Klamp,Male,10/4/1980,Software Test Engineer IV,Entertainment,High Net Worth,N,No
2467,Ynez,Fawloe,Female,7/15/1975,Engineer III,Manufacturing,Affluent Customer,N,Yes
2468,Parker,Barenskie,Male,12/12/1995,Marketing Assistant,Retail,High Net Worth,N,No
2469,Kermie,Hedger,U,,Accounting Assistant II,IT,Mass Customer,N,Yes
2470,Roy,Dunaway,Male,7/4/1957,,Argiculture,Mass Customer,N,No
2471,Noland,Bresland,Male,12/20/1978,Geological Engineer,Manufacturing,Mass Customer,N,Yes
2472,Mathias,Element,Male,6/2/1989,Product Engineer,Health,High Net Worth,N,Yes
2473,Davon,,Male,5/10/1970,Administrative Assistant I,Entertainment,Mass Customer,N,Yes
2474,Chrysa,Burrett,Female,6/8/1980,Executive Secretary,Argiculture,High Net Worth,N,Yes
2475,Cammi,Ambrogioni,Female,5/2/1977,Quality Control Specialist,n/a,Mass Customer,N,No
2476,Hal,Braddon,Male,9/25/1956,Administrative Officer,Property,High Net Worth,N,No
2477,Barney,Tilling,Male,3/23/1977,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes
2478,Andreas,Lamke,Male,7/7/1966,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes
2479,Helge,Voller,Female,11/6/1996,Community Outreach Specialist,Retail,Mass Customer,N,No
2480,Adey,Shevlin,Female,12/26/1971,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes
2481,Amber,Ruslin,Female,1/20/1979,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes
2482,Regan,Siemens,Male,12/10/1953,Pharmacist,Health,Mass Customer,N,Yes
2483,Greta,Cotterrill,Female,6/6/1987,,Manufacturing,Mass Customer,N,No
2484,Elise,Slimm,Female,10/3/1979,Senior Quality Engineer,Property,Mass Customer,N,Yes
2485,Ringo,Parkyn,Male,7/27/1955,Help Desk Technician,n/a,Mass Customer,N,Yes
2486,Alaine,Halbord,Female,3/9/1954,Structural Engineer,Manufacturing,Mass Customer,N,Yes
2487,Elton,Piggford,Male,1/13/1978,Operator,IT,Affluent Customer,N,Yes
2488,Idalia,Braunton,Female,11/17/1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes
2489,Emma,Mates,Female,6/12/1976,Speech Pathologist,Retail,Mass Customer,N,No
2490,Clint,Krause,Male,10/1/1987,,Health,Mass Customer,N,Yes
2491,Tabbie,Turone,Male,5/8/1977,Clinical Specialist,Health,Mass Customer,N,No
2492,Gayelord,Lipman,Male,2/1/1974,Design Engineer,Manufacturing,High Net Worth,N,No
2493,Rey,Collum,Male,8/19/1981,Assistant Media Planner,Entertainment,Mass Customer,N,Yes
2494,Donella,Emm,Female,8/8/1974,Senior Sales Associate,Manufacturing,High Net Worth,N,No
2495,Gwenore,Suero,Female,11/12/1953,Assistant Professor,IT,Affluent Customer,N,No
2496,Lew,Wittleton,Male,8/26/1980,Web Developer II,Manufacturing,Mass Customer,N,Yes
2497,Gustav,Aaronsohn,Male,4/5/1969,Administrative Assistant IV,Property,Affluent Customer,N,No
2498,Rosana,Emmatt,Female,2/2/1978,Software Test Engineer III,Retail,High Net Worth,N,No
2499,Doll,Tschirschky,Female,8/30/1973,Account Representative I,Retail,Mass Customer,N,No
2500,Micky,Livings,Female,12/18/1957,Senior Developer,Property,High Net Worth,N,Yes
2501,Ora,Meaddowcroft,Female,7/12/1971,Actuary,Financial Services,Mass Customer,N,Yes
2502,Concordia,Mussington,Female,8/23/1964,Structural Engineer,Manufacturing,Mass Customer,N,Yes
2503,Devlin,Laneham,Male,7/16/1967,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes
2504,Aloysius,Huffer,Male,4/29/2000,,Property,Mass Customer,N,No
2505,Myrah,McCarry,Female,8/25/1980,VP Marketing,Financial Services,High Net Worth,N,No
2506,Arlana,Ferrick,Female,1/20/1955,,Health,Affluent Customer,N,No
2507,Alysa,Galilee,Female,6/25/1986,Biostatistician III,Health,Affluent Customer,N,Yes
2508,Virgil,Borkett,Male,11/4/1996,Information Systems Manager,n/a,Mass Customer,N,No
2509,Danya,Beadles,Male,7/7/1971,Help Desk Technician,Financial Services,Mass Customer,N,No
2510,Nealson,Lowdham,Male,4/10/1973,Human Resources Manager,Manufacturing,Mass Customer,N,Yes
2511,Jedidiah,Daulby,Male,7/12/1991,Technical Writer,Financial Services,Mass Customer,N,Yes
2512,Franzen,Halliday,Male,5/22/1968,Web Developer I,n/a,High Net Worth,N,Yes
2513,Rustie,Ligoe,Male,7/31/1978,Structural Analysis Engineer,Property,Mass Customer,N,No
2514,Vincenty,Sayer,Male,8/11/1975,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes
2515,Manya,,Female,3/7/1995,,Retail,Affluent Customer,N,Yes
2516,Zoe,Kiddye,Female,5/27/1967,Registered Nurse,Health,Mass Customer,N,No
2517,Rozanna,Kegan,Female,10/19/1978,Research Nurse,Health,Mass Customer,N,Yes
2518,Krystalle,Ives,Female,8/22/1954,Recruiting Manager,n/a,Mass Customer,N,Yes
2519,Ryon,Dalliston,Male,10/17/1979,Senior Developer,Manufacturing,Mass Customer,N,Yes
2520,Gabie,Skett,Male,5/27/1974,Accountant III,Retail,Affluent Customer,N,Yes
2521,Kellia,Martugin,Female,8/29/1999,Chemical Engineer,Manufacturing,High Net Worth,N,Yes
2522,Benton,MacGragh,Male,2/3/1977,,n/a,High Net Worth,N,No
2523,Lauree,Shewery,Female,10/29/1961,VP Marketing,Financial Services,Mass Customer,N,Yes
2524,Rustie,Kingsland,Male,5/29/1969,Help Desk Technician,Retail,Mass Customer,N,Yes
2525,Hans,Ison,Male,10/3/1992,Cost Accountant,Financial Services,Mass Customer,N,No
2526,Izaak,Dopson,Male,2/1/1969,Software Test Engineer II,Manufacturing,Mass Customer,N,No
2527,Arly,Petersen,Female,7/19/1980,Technical Writer,n/a,Affluent Customer,N,Yes
2528,Cassie,Toffaloni,Male,9/23/1978,Senior Editor,Financial Services,Affluent Customer,N,No
2529,Ben,Laidler,Male,5/11/1954,Quality Engineer,Manufacturing,High Net Worth,N,Yes
2530,Engracia,Foulcher,Female,8/3/1960,Business Systems Development Analyst,Property,Mass Customer,N,Yes
2531,Brendan,Verbeke,Male,8/20/1981,Teacher,Property,High Net Worth,N,Yes
